"Minutes_Played","Goals","Total_Passes_Completed_Perc","Assists","Tackles_Interceptions","Clearances","Errors","Recoveries","Player_Positions","Age","Value_EUR","Wage_EUR","Height_cm","Nationality","Preferred_Foot","Release_Clause_EUR","Continent","Club_Ranking","League_Ranking","Contract_Years_Remained"
246,0,69.2,0,0.74,2.59,0,5.56,2,25,3900000,21000,180,23,0,6100000,1,274,16,1
2025,0.22,68.2,0.36,2.93,0.58,0,6.18,3,29,5500000,27000,185,16,0,9900000,1,88,4,2
856,0.11,68.7,0.11,2.95,0.53,0,7.79,4,26,6e+06,1000,178,69,1,13200000,1,166,67,3
3181,0,82.8,0,2.49,5.04,0.03,8.24,2,25,6e+06,19000,187,38,1,14400000,1,1220,2,4
370,0.24,73.5,0.24,3.66,0.73,0,3.66,4,24,9e+06,29000,167,7,1,20700000,1,67,2,3
377,0.24,77.6,0,2.86,1.9,0,11,3,29,13500000,88000,187,13,1,23000000,2,2247,3,1
1343,0,79.4,0.2,3.02,1.34,0.07,13.4,3,35,5500000,22000,180,8,0,9400000,1,79,3,1
1937,0.09,91.8,0.09,4.09,0.42,0,7.53,3,28,79500000,155000,165,5,1,147100000,1,12,5,3
1491,0,83.6,0,4.34,4.16,0,8.07,2,19,1300000,5000,190,5,0,3200000,1,1811,3,4
1565,0,79.3,0.06,5.23,2.01,0,7.82,2,23,1.1e+07,35000,181,13,0,20900000,2,28,3,5
1976,0,78.4,0.14,3.14,2.09,0,8.09,2,26,3700000,29000,187,115,1,6600000,1,130,3,3
1321,0.2,77.9,0.07,3.27,0.41,0,6.46,3,26,6500000,44000,188,16,1,11500000,1,21,4,3
1823,0.1,85.2,0.15,3.3,3.89,0.05,10.4,2,32,2e+06,15000,189,24,1,3400000,5,170,3,1
1876,0.19,81.7,0.24,2.93,0.34,0,4.04,4,26,1.4e+07,57000,177,5,1,24900000,1,36,3,2
643,0,77.9,0,6.06,2.54,0,8.87,3,30,2300000,13000,186,12,0,4100000,1,110,3,1
2674,0.1,89.9,0.03,2.69,4.38,0,8.35,2,21,7.5e+07,81000,189,12,1,129400000,1,16,3,3
2548,0.11,86.2,0,5.27,2.05,0,12.2,3,30,25500000,59000,185,12,1,43400000,1,25,3,3
3150,0,86.9,0,0,0,0.11,3.69,1,29,9.9e+07,250000,187,16,1,210400000,1,6,2,4
983,0,64.8,0,1.19,0.28,0,5.23,4,21,4900000,17000,170,12,1,10800000,1,1639,5,3
189,0,78.3,0.48,7.14,2.38,0,7.62,2,20,3e+06,13000,193,12,0,7000000,1,177,4,4
2785,0.23,84.8,0.13,2.1,0.39,0.03,7.44,3,22,4.9e+07,89000,178,43,0,102900000,1,13,1,5
2785,0.23,84.8,0.13,2.1,0.39,0.03,7.44,2,28,725000,1000,186,43,1,961000,1,1009,37,1
898,0,85.1,0,2.4,4.1,0.1,11.8,2,33,1.1e+07,135000,174,2,0,22600000,2,4,2,1
898,0,85.1,0,2.4,4.1,0.1,11.8,2,34,4600000,55000,191,2,1,8700000,2,1422,5,2
898,0,85.1,0,2.4,4.1,0.1,11.8,2,31,2100000,16000,182,2,1,3500000,2,1579,21,1
342,0.26,75.9,0.26,0.79,1.05,0,1.58,4,27,6e+06,115000,180,157,1,12300000,3,4,2,2
2861,0.16,93.5,0,2.67,3.11,0,7.36,2,27,90500000,135000,183,2,1,174200000,2,12,5,3
115,0,75.5,0,3.08,2.31,0,18.5,2,25,7500000,20000,178,7,1,17100000,1,282,2,1
1227,0.07,84.8,0,3.38,5.44,0,8.38,2,32,1500000,17000,186,113,1,3000000,4,1365,5,2
829,0.11,69.8,0.11,1.41,0.87,0,4.13,4,21,2700000,8000,188,7,1,6500000,1,282,2,4
829,0.11,69.8,0.11,1.41,0.87,0,4.13,2,19,1900000,15000,180,7,0,5100000,1,4,2,3
668,0,82.6,0,1.89,0.81,0,11.1,3,21,3600000,9000,173,7,1,8300000,1,226,2,4
2735,0.07,90,0.07,2.76,5,0.07,7.63,2,25,9500000,36000,188,32,0,18800000,4,2500,5,3
923,0.19,91.2,0,3.2,3.01,0,7.57,2,26,16500000,95000,180,12,0,31800000,1,3,1,4
683,0,73.9,0.13,2.11,0,0,6.97,3,24,1.5e+07,41000,180,16,1,26600000,1,27,4,3
2054,0.26,71,0.22,1.89,0.44,0,5.26,3,22,3100000,18000,179,14,1,6200000,1,1811,3,3
2913,0.09,83.5,0.34,3.09,0.4,0.03,9.51,3,24,63500000,120000,172,5,1,112700000,1,2247,3,3
2586,0,81.7,0.03,4.39,3.87,0.03,10.2,2,23,1800000,6000,191,5,1,3400000,1,79,3,1
96,0,62.8,0,5.45,0.91,0,10,3,31,6e+06,35000,187,1,1,12000000,1,304,67,1
96,0,62.8,0,5.45,0.91,0,10,3,19,575000,2000,181,32,0,1500000,4,2565,5,3
1351,0,78.4,0.07,3.67,2.07,0,6.93,2,30,4800000,42000,175,4,1,9100000,1,72,1,1
1670,0.11,72.1,0,3.6,5.48,0.05,12.4,2,20,3800000,14000,193,47,1,8000000,1,159,1,4
1670,0.11,72.1,0,3.6,5.48,0.05,12.4,2,17,725000,500,188,16,1,2000000,1,21,4,2
2770,0.06,82.1,0.06,4.97,3.18,0.1,6.88,2,22,4900000,14000,178,3,0,10800000,1,188,5,2
219,0,71.4,0,2.5,0.83,0,8.33,3,21,1800000,2000,171,3,1,3900000,1,40,67,2
2015,0,82.1,0.13,5.49,1.38,0.04,11.6,3,23,12500000,25000,179,6,1,23800000,2,198,3,3
2015,0,82.1,0.13,5.49,1.38,0.04,11.6,2,31,2900000,15000,183,6,1,4400000,2,121,67,0
2324,0.04,83.2,0,5.78,1.4,0.04,11.8,3,23,8e+06,18000,178,16,1,15000000,1,141,4,5
2430,0.04,93.2,0,3.89,4.07,0,10.1,2,24,22500000,26000,189,14,1,39900000,1,113,4,3
2794,0.19,80.7,0.26,2.06,0.13,0,5.58,3,27,4.5e+07,42000,173,3,0,94500000,1,38,2,2
2083,0.13,69.5,0.26,2.29,1.73,0.09,6.19,2,29,1200000,13000,182,16,0,2200000,1,74,4,4
2357,0.27,74.9,0.23,2.33,0.11,0,4.58,4,23,1.7e+07,47000,180,6,0,32300000,2,64,3,5
2357,0.27,74.9,0.23,2.33,0.11,0,4.58,3,19,2900000,23000,188,7,1,7800000,1,6,2,3
2357,0.27,74.9,0.23,2.33,0.11,0,4.58,3,22,1200000,3000,168,6,1,2000000,2,46,67,1
1046,0,89.8,0,3.45,4.05,0.09,10.3,3,29,1.5e+07,30000,187,29,1,31500000,1,22,2,2
2563,0,77.9,0,3.96,4.42,0.07,8.46,2,28,1600000,24000,189,38,1,2900000,1,549,3,2
2600,0.07,84,0.14,4.29,1.49,0,12.2,3,31,1600000,18000,181,16,1,2900000,1,281,4,4
1773,0.1,87.1,0.2,5.13,0.71,0,8.93,3,30,1e+08,230000,168,3,1,185000000,1,5,1,2
1173,0.23,85.8,0.08,5.15,0.31,0,9.85,3,26,27500000,110000,172,76,1,52900000,4,431,1,2
2276,0.32,77.6,0.08,1.15,0.12,0,4.62,4,24,1.6e+07,52000,173,3,1,31600000,1,179,1,2
1418,0.13,72.3,0.06,2.85,0.51,0,5.32,3,19,4400000,9000,170,3,0,9700000,1,1639,5,2
1032,0,92.6,0,2.52,0.78,0.09,9.65,3,29,4800000,70000,167,21,1,9100000,4,45,1,2
2638,0.24,71,0.07,2.73,1.26,0.03,7.58,2,23,6500000,11000,175,6,1,13000000,2,110,3,5
2638,0.24,71,0.07,2.73,1.26,0.03,7.58,3,28,825000,500,177,55,1,1900000,2,131,64,2
1842,0.05,75.5,0.15,4.68,2.68,0.1,8.54,2,23,34500000,65000,187,3,1,61200000,1,15,4,2
983,0.09,66.7,0,4.13,2.2,0,6.88,2,26,2700000,13000,180,5,0,4800000,1,170,3,3
1485,0,66.8,0.06,0,0.06,0.18,4.48,1,36,110000,3000,190,56,1,198000,1,513,3,2
404,0,75.2,0,3.56,1.33,0,7.78,3,21,2300000,7000,185,11,1,4600000,1,175,4,2
1523,0,70.6,0.12,3.02,0.89,0,5.44,3,25,15500000,31000,172,13,1,27500000,2,298,3,3
2447,0.04,82.6,0,5.04,4.63,0.04,9.15,2,33,3600000,23000,189,3,0,7200000,1,132,5,1
580,0.78,66.9,0.16,1.88,2.19,0,6.09,4,32,4600000,28000,188,16,1,8300000,1,281,4,1
3240,0,49.2,0,0,0.11,0.06,5.22,1,29,2.5e+07,45000,199,4,1,47500000,1,159,1,2
696,0.13,80.3,0.26,2.99,0.39,0.13,7.66,3,26,30500000,95000,183,57,0,60200000,4,13,1,3
1214,0,84,0,2.74,1.56,0.07,8.22,3,28,5500000,26000,186,29,1,11600000,1,233,2,1
1833,0.05,70.4,0.25,2.01,0.88,0,6.96,3,27,8e+06,49000,173,4,1,15200000,1,115,1,2
896,0.2,70.5,0.3,2.4,0.3,0,5.7,3,29,7500000,32000,173,5,1,12800000,1,198,3,2
2785,0.13,81.7,0.03,5.11,5.53,0.06,12.5,2,21,6500000,14000,191,16,0,13000000,1,281,4,2
836,0,83.1,0.22,4.95,0.97,0,10.6,2,28,9500000,48000,181,16,0,16200000,1,21,4,3
2131,0,78.8,0.04,4.3,2.41,0,7.47,2,27,2.2e+07,81000,177,8,1,43500000,1,58,1,2
317,0.29,69.5,0,4.29,0.29,0,9.14,4,18,1200000,2000,178,7,0,3300000,1,50,2,3
99,0,75.9,0,2.73,1.82,0,6.36,3,24,1500000,7000,182,16,1,2800000,1,596,4,3
2031,0.04,83.9,0,3.76,5.66,0.04,10.5,2,26,8500000,37000,190,16,1,15100000,1,285,4,1
1837,0.05,90.6,0.1,3.53,3.04,0.05,12.2,2,25,40500000,78000,195,16,1,69900000,1,1,4,1
487,0,75.3,0,6.67,2.78,0,13.5,3,20,625000,2000,183,16,1,1500000,1,88,4,2
1176,0.08,81.8,0.08,3.36,2.29,0.08,7.71,2,21,3400000,24000,183,8,0,7100000,1,13,1,5
804,0,61.9,0.11,3.48,0.79,0,8.76,3,21,2100000,10000,173,4,1,4400000,1,115,1,2
1073,0,65.5,0,6.13,3.78,0.08,9.92,2,25,4200000,11000,181,6,1,6600000,2,273,67,1
2902,0,72,0.03,4.16,2.42,0,9.44,2,26,7e+06,23000,180,7,1,15200000,1,258,2,4
2133,0,81.7,0,4.39,5.49,0,8.95,2,31,2900000,20000,183,12,0,5200000,1,596,4,2
97,0,83.3,0,5.45,0,0,9.09,3,19,1100000,3000,180,16,1,2700000,1,281,4,4
1337,0,71.2,0,2.35,0.27,0,6.31,2,20,2800000,21000,183,19,1,6900000,1,431,1,4
1337,0,71.2,0,2.35,0.27,0,6.31,4,18,2400000,4000,181,7,1,6500000,1,50,2,3
793,0,78.5,0,6.48,0.91,0,8.07,3,19,1100000,5000,175,27,1,2600000,1,28,3,3
1971,0.09,71.4,0.05,1.92,0.27,0,5.21,3,21,31500000,38000,190,5,0,59900000,1,28,3,3
1555,0.17,92.9,0,3.24,3.64,0,7.51,2,32,2100000,9000,175,7,0,3400000,1,277,67,1
287,0,72.7,0.31,3.13,0.31,0,7.19,4,34,1.2e+07,14000,177,8,1,18000000,1,973,12,0
270,0,81.5,0,0,0,0,4,1,31,1.6e+07,115000,190,2,1,32800000,2,6,2,2
1851,0.63,79.7,0.29,2.14,0.1,0,5.53,4,29,1.29e+08,270000,175,2,1,238700000,2,12,5,4
1384,0.13,77.5,0,2.34,0.32,0,7.21,3,34,3500000,23000,175,7,1,7400000,1,62,2,1
1437,0,72.1,0,4.06,2.06,0,7.88,2,24,5500000,27000,184,34,1,9800000,4,130,3,2
2970,0,79.6,0,0,0.03,0.03,6.7,1,31,1.6e+07,37000,187,16,1,27200000,1,70,4,2
201,0,89.8,0,1.82,0.91,0,8.64,3,22,2200000,5000,185,7,1,4800000,1,539,5,3
1409,0.06,74.1,0.83,2.48,0.06,0,4.97,4,24,5.5e+07,165000,178,3,0,116900000,1,6,2,1
2116,0,67.2,0,0,0.04,0.13,5.79,1,23,475000,2000,188,3,0,1000000,1,539,5,4
1611,0.11,74.3,0,2.79,0.61,0,8.94,3,26,7500000,26000,181,38,1,14100000,1,88,4,3
1072,0.08,79.2,0.08,5.38,1.68,0,8.07,2,30,1900000,13000,180,32,1,3800000,4,2565,5,1
1892,0.52,69.3,0.14,1,0.95,0,3.24,4,34,8500000,48000,193,3,0,14500000,1,11,3,3
902,0.1,75,0.1,2.7,0.2,0,5.4,4,25,1e+07,26000,175,32,1,21800000,4,22,2,4
1853,0.05,83.1,0.15,2.28,0.92,0,7.72,3,23,11500000,23000,178,1,1,21600000,1,175,4,3
2493,0,86.6,0,3.03,2.06,0.04,9.03,3,28,3700000,17000,181,7,1,7800000,1,157,2,4
1048,0.17,75.6,0.17,2.5,0.78,0,5.78,4,26,4600000,19000,182,21,1,9200000,4,2194,5,1
99,0,85.3,0,3.64,0.91,0,17.3,3,25,1.4e+07,56000,169,9,1,24900000,3,172,9,0
438,0,88,0,5.71,1.22,0,8.16,2,23,9e+06,40000,174,4,0,16700000,1,1,4,4
2889,0.06,82.8,0.06,4.61,1.62,0,12.8,3,29,1.2e+07,53000,183,7,1,22800000,1,115,1,2
1350,0,89.5,0,3.47,0.93,0,8.87,3,20,11500000,44000,178,4,1,24200000,1,23,1,3
2952,0.34,71.6,0.06,1.04,0.79,0,3.17,4,25,2.1e+07,67000,180,4,1,41500000,1,73,1,4
1047,0,89.3,0.34,3.28,1.12,0.09,9.83,2,24,29500000,95000,175,25,0,56800000,1,3,1,3
1147,0,89.1,0,4.72,1.26,0,9.53,3,26,30500000,19000,172,8,1,63300000,1,14,6,4
1147,0,89.1,0,4.72,1.26,0,9.53,3,27,8e+06,23000,173,2,1,16600000,2,1365,5,1
516,0,87.5,0,5.09,1.58,0,9.65,3,23,3300000,10000,182,57,1,7600000,4,38,2,3
787,0.11,72.5,0.34,1.03,0.11,0,3.22,4,27,2.8e+07,45000,175,7,1,58800000,1,18,2,4
1082,0.92,75.8,0.08,0.58,0.25,0,2.58,4,32,43500000,145000,187,85,1,82700000,4,13,1,2
559,0.32,82.5,0.32,0.97,1.29,0,3.06,4,27,1.5e+07,82000,185,4,0,28500000,1,162,1,5
307,0,83.8,0,6.18,2.35,0,11.8,3,23,6500000,5000,180,43,1,9400000,1,136,37,0
1710,0,57.4,0,0,0,0,6.26,1,24,1.3e+07,15000,190,3,0,27000000,1,475,5,3
1193,0,82.5,0.08,5.19,1.28,0,9.1,3,34,2600000,22000,181,3,0,5200000,1,475,5,1
3122,0.06,83.1,0.03,3.46,4.52,0.06,8.04,2,25,1e+06,5000,188,5,0,1900000,1,513,3,2
2637,0.1,84.7,0.03,3.14,0.34,0,9.11,3,24,4e+06,16000,178,7,1,8300000,1,132,5,2
1097,0.16,83.6,0.08,5.41,3.11,0,13.3,3,27,1800000,10000,185,21,1,4100000,4,206,2,4
1159,0.39,77.1,0.23,1.55,0.62,0,4.5,4,22,21500000,78000,183,87,1,45200000,4,45,1,5
1198,0,86.2,0,3.98,4.36,0.08,9.4,2,26,6500000,23000,189,27,1,11500000,1,79,3,1
198,0,75,0,5.91,4.09,0.45,4.55,2,29,3500000,32000,183,19,0,6700000,1,96,1,1
2061,0.44,81.1,0.22,1.97,0.13,0,6.38,4,27,9.3e+07,160000,177,6,0,160400000,2,16,3,1
1575,0,79.1,0.06,4.86,1.37,0.17,9.31,2,23,2.6e+07,29000,175,55,0,59800000,2,18,2,6
2128,0.38,80.7,0.21,1.53,0.04,0,4.87,3,21,94500000,125000,171,4,0,193700000,1,3,1,3
2795,0.19,75,0.1,3.15,0.51,0,7.56,3,25,2.3e+07,69000,178,7,1,45400000,1,33,1,3
2448,0.22,81.8,0.18,4.38,1.58,0,6.65,3,26,2200000,18000,175,27,1,4600000,1,121,5,5
967,0.19,86.9,0.09,3.18,0.19,0,7.38,3,26,2800000,19000,188,16,0,5300000,1,175,4,2
603,0,63.4,0.15,4.18,2.09,0,7.61,3,24,2200000,7000,191,5,1,4400000,1,259,3,2
2038,0.09,74.8,0.18,2.08,1.06,0,8.14,3,30,7e+06,51000,181,16,1,13300000,1,179,1,1
1528,0,89.4,0.06,4.65,1.24,0,8.29,3,22,14500000,27000,187,3,0,30500000,1,1616,5,3
1528,0,89.4,0.06,4.65,1.24,0,8.29,4,21,1900000,4000,188,21,1,3100000,4,996,10,3
2967,0,80.5,0,0,0,0.03,5.33,1,31,28500000,87000,191,37,1,48500000,1,15,4,4
1784,0.25,86.1,0.05,1.97,0.45,0,5.86,3,23,350000,2000,166,6,0,648000,2,2737,9,3
754,0,70.7,0.48,2.98,0.95,0,7.14,3,30,4100000,24000,179,16,1,7000000,1,113,4,1
1754,0.05,82.8,0.1,4.82,3.18,0,9.18,2,19,3200000,12000,183,55,0,6100000,2,27,4,5
1248,0.07,83.4,0.07,2.73,4.75,0,9.28,2,22,750000,2000,191,75,1,1800000,1,22,3,4
3196,0.06,89.4,0.06,4.34,1.72,0,10.6,3,25,43500000,105000,185,11,1,85900000,1,23,1,4
2047,0,81,0,5.95,4.76,0.04,10.7,2,22,3e+06,13000,188,16,1,6000000,1,74,4,3
3321,0.08,82,0.03,2.85,5.64,0.05,10.1,2,30,4600000,38000,194,17,1,9200000,1,142,1,1
163,0,89.9,0,6.11,5,0,6.67,2,29,3500000,73000,185,4,1,6500000,1,24,1,2
1944,0.05,88,0.09,5.32,2.41,0,8.75,2,21,3300000,11000,184,3,1,7700000,1,11,3,4
2576,0.03,96.8,0,3.25,2.9,0.03,7.1,2,25,45500000,90000,189,3,0,87600000,1,12,5,3
338,0.26,78.7,0,2.11,0.26,0,10.3,3,28,1600000,15000,175,16,0,2900000,1,175,4,2
2265,0.04,79.1,0,4.25,0.75,0,9.13,3,28,7500000,36000,186,3,1,15000000,1,682,1,3
2870,0.16,86.2,0,3.2,5.99,0.03,11.1,2,24,9e+06,21000,189,23,1,16900000,1,281,4,1
1770,0.05,81.1,0.1,2.74,0.91,0,5.99,2,23,9500000,27000,183,7,1,18800000,1,1616,5,5
2610,0,84.9,0.03,0,0.03,0.03,5.66,2,24,9e+05,2000,177,7,1,1600000,1,2082,67,1
2610,0,84.9,0.03,0,0.03,0.03,5.66,3,23,1100000,3000,170,9,0,2100000,3,1717,9,1
656,0,69.6,0.14,3.7,0.68,0,7.95,3,23,1900000,7000,182,7,1,4400000,1,233,2,3
1341,0.13,71.1,0,3.69,5.97,0,9.66,2,27,8e+06,60000,193,7,0,15800000,1,13,1,3
1269,0,71.7,0.14,3.19,2.34,0,6.88,2,25,1400000,7000,180,5,1,2600000,1,513,3,2
1644,0.44,73.2,0.16,2.73,1.15,0,7.1,4,28,4300000,20000,184,7,0,9000000,1,157,2,1
1980,0,55.1,0,0,0,0.14,3.73,1,27,3200000,12000,188,3,1,6600000,1,382,5,2
228,0,64.9,0.4,2.8,0.4,0,6.4,3,18,1500000,2000,169,16,1,3600000,1,88,4,3
466,0.19,75,0.19,2.12,0.19,0,5.19,4,21,28500000,62000,172,8,0,59900000,1,58,1,4
599,0,79.1,0.15,3.88,0.45,0,9.1,3,21,550000,3000,183,16,0,1300000,1,152,4,4
362,0,72.6,0.25,3.25,0.75,0,6,2,26,8e+06,47000,174,2,0,14200000,2,177,4,2
2234,0,77.7,0,3.87,2.38,0,8.79,2,34,1500000,32000,177,38,1,2600000,1,285,4,1
90,0,80,0,0,0,0,6,1,36,350000,13000,191,16,1,595000,1,70,4,1
540,0,75.5,0,0,0,0,4.33,1,33,1400000,33000,194,23,1,2400000,1,177,4,1
312,0,77.8,0,3.14,0.29,0,6.29,3,32,8500000,22000,163,6,0,17900000,2,157,2,2
1349,0.07,84,0.6,2.6,1.67,0,8.4,3,28,79500000,220000,191,3,1,147100000,1,24,1,1
1366,0.07,71.3,0,2.3,0.66,0.07,7.3,3,28,5500000,23000,177,7,1,12100000,1,282,2,1
1350,0,81.5,0.07,0.07,0.07,0,4.07,1,38,1600000,27000,188,7,1,2700000,1,36,3,1
2729,0,88,0.07,3.93,1.58,0.03,9.37,3,24,7500000,23000,188,12,1,14800000,1,1359,5,4
2108,0,77.4,0.13,3.97,1.2,0,10.3,3,26,3700000,20000,186,16,1,6900000,1,596,4,1
899,0,81.1,0,4.7,2.1,0,9.7,2,25,1900000,13000,183,16,1,3600000,1,175,4,3
2055,0.04,87.3,0,5.75,3.6,0.13,10.1,2,21,9e+06,38000,190,12,0,18900000,1,162,1,3
2862,0,80,0,0,0,0.03,4.84,1,31,1e+06,22000,193,5,1,1700000,1,64,3,2
2855,0.16,86.1,0.03,2.33,3.79,0.06,8.83,2,24,56500000,35000,191,7,0,130000000,1,18,2,3
2052,0.13,56.2,0.26,4.52,0.75,0,10.1,3,20,2500000,6000,182,23,1,6100000,1,195,4,4
1649,0.05,94.1,0.05,2.57,3.28,0.05,7.49,2,28,4e+06,41000,184,7,1,7100000,1,36,3,1
1649,0.05,94.1,0.05,2.57,3.28,0.05,7.49,4,33,775000,6000,189,2,1,969000,2,643,26,1
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,3,32,28500000,61000,183,2,1,48500000,2,358,21,3
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,4,28,1.8e+07,19000,188,8,0,36000000,1,20,6,4
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,3,20,6500000,26000,177,2,1,12400000,2,27,4,2
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,2,26,3500000,20000,178,2,0,4800000,2,173,23,5
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,3,26,2200000,15000,168,2,0,3600000,2,212,25,2
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,2,29,1600000,9000,176,8,1,3400000,1,752,6,1
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,3,24,2800000,18000,173,2,1,5000000,2,337,21,4
1218,0.3,80.8,0.07,2.96,0.52,0,5.19,4,35,3e+05,1000,174,2,1,375000,2,318,32,0
885,0.31,85,0.1,2.96,0.41,0.1,8.67,3,18,5.4e+07,51000,174,7,1,121500000,1,6,2,1
2033,0.4,84,0.18,2.48,0.27,0,5.44,4,33,9e+06,61000,169,7,1,15300000,1,36,3,3
1590,0.06,73.9,0.11,1.75,0.45,0,4.75,4,29,3e+07,51000,167,7,1,63000000,1,40,2,3
958,0.09,72,0.09,2.45,0.28,0,8.68,3,24,2500000,9000,174,3,1,5500000,1,382,5,2
1926,0.09,76.2,0.14,4.39,1.12,0,6.78,3,19,625000,2000,173,3,0,1600000,1,132,5,3
2304,0,70.6,0.04,5.55,2.54,0,8.05,2,31,1700000,15000,178,7,1,3600000,1,226,2,2
259,0,59.2,0.34,0.69,0.34,0,5.17,4,22,2700000,10000,182,16,1,5100000,1,49,4,4
2140,0,83.8,0.08,6.3,2.94,0.04,9.92,2,28,1.6e+07,53000,172,3,1,30400000,1,2285,5,3
2465,0,87.5,0,2.34,5.22,0,8.83,2,35,8e+06,30000,190,7,1,16800000,1,18,2,1
1105,0.16,84.1,0,4.72,1.22,0,12,3,30,4e+06,11000,183,7,1,6400000,1,277,67,2
1817,0.2,82.3,0.1,4.36,2.43,0.1,11.3,3,26,9e+06,44000,187,16,1,16000000,1,27,4,5
135,0,64.3,0,2,0.67,0,4.67,2,30,825000,12000,184,5,1,1500000,1,549,3,1
1828,0.05,75.2,0.1,5.62,1.58,0.05,6.65,2,20,6500000,35000,179,3,0,13700000,1,58,1,5
2446,0.11,76.7,0.18,3.79,1.84,0.04,8.16,3,23,3.2e+07,59000,176,16,1,56800000,1,177,4,4
179,0.5,82.7,0,1.5,0,0,6,3,27,1.6e+07,95000,189,4,1,30800000,1,5,1,2
3130,0.06,79.7,0.03,4.43,3.02,0.09,7.7,2,25,5500000,14000,191,2,1,10300000,2,110,3,3
2020,0.18,81.9,0.04,5.58,3.75,0,10.8,2,26,2.1e+07,31000,186,30,0,37300000,4,113,4,2
1361,0,89.2,0.26,3.64,1.85,0,8.81,3,24,2.1e+07,61000,187,13,1,36200000,2,16,3,3
1361,0,89.2,0.26,3.64,1.85,0,8.81,1,32,350000,500,184,13,1,753000,2,588,67,0
337,0,80.6,0,3.24,1.89,0,4.59,2,31,5500000,70000,179,4,0,10500000,1,45,1,2
2378,0.3,72.9,0.15,1.52,0.38,0,4.32,4,25,1.9e+07,32000,174,15,1,33700000,2,49,4,4
2252,0.12,78.7,0.16,1.88,0.48,0.04,7.6,3,31,3500000,27000,177,30,0,7000000,4,379,5,1
90,0,69.6,0,0,0,0,10,1,30,1.4e+07,46000,187,14,1,23800000,1,21,4,2
174,0,80.7,0.53,4.21,0.53,0,5.26,2,19,2700000,9000,183,5,0,6300000,1,28,3,4
440,0,76.4,0.2,2.04,0,0,4.9,4,17,7e+06,9000,176,3,0,17700000,1,1422,5,2
1402,0,83.8,0.06,4.29,4.94,0.26,11.5,2,31,1600000,18000,187,16,0,2900000,1,88,4,1
2151,0.13,79.2,0.04,3.64,0.79,0,8.79,3,27,3.5e+07,68000,180,6,1,74400000,2,9,2,5
975,0,74.1,0.56,3.61,0.37,0,9.07,3,25,7500000,18000,172,3,0,15600000,1,2396,5,3
2402,0.07,94.3,0.15,2.7,2.92,0.04,8.13,2,24,102500000,170000,187,8,1,197300000,1,3,1,6
2621,0,67.9,0.14,5.02,3.44,0,9.42,2,25,14500000,22000,180,7,0,33000000,1,282,2,2
190,0,69.7,0,2.38,0.95,0,2.86,4,29,1400000,13000,186,1,1,2800000,1,132,5,1
1795,0.35,77.6,0.25,2.91,0.65,0,6.08,3,22,12500000,16000,180,3,0,27500000,1,2396,5,4
990,0.45,78.4,0.36,3.45,0.27,0,6.27,4,29,5.4e+07,185000,181,2,1,99900000,2,431,1,2
848,0,66.1,0,4.68,3.19,0,8.51,2,25,2300000,14000,179,16,1,4300000,1,141,4,3
1465,0.12,69.7,0.18,1.78,0.55,0,5.03,3,27,6e+06,36000,163,49,1,11400000,1,96,1,4
307,0,77.6,0,2.94,2.65,0.29,7.94,2,28,7e+06,55000,181,4,1,13300000,1,33,1,1
2369,0.04,85.8,0.11,4.26,1.06,0.04,10.8,3,29,20500000,58000,180,14,1,34900000,1,25,3,1
649,0.28,85.1,0.28,3.06,0.83,0,8.61,3,27,1e+07,73000,188,5,1,17000000,1,2247,3,2
1138,0,78.2,0.08,5.4,4.6,0,9.29,2,31,2200000,29000,180,17,0,4000000,1,549,3,2
2375,0.04,71.5,0.23,2.5,0.76,0.04,6.63,4,34,10500000,36000,184,7,1,22100000,1,50,2,1
2375,0.04,71.5,0.23,2.5,0.76,0.04,6.63,3,27,18500000,33000,171,7,0,38900000,1,258,2,3
2375,0.04,71.5,0.23,2.5,0.76,0.04,6.63,2,32,9e+05,550,183,13,1,2000000,2,2420,67,0
2375,0.04,71.5,0.23,2.5,0.76,0.04,6.63,4,20,2500000,6000,191,7,1,6800000,1,38,2,3
3060,0,65.9,0,0,0,0.12,5.53,1,33,5500000,23000,190,27,1,9900000,1,141,4,2
135,0,76.9,0,4,0,0,2.67,2,30,1e+06,9000,183,6,1,1700000,2,222,9,0
135,0,76.9,0,4,0,0,2.67,3,27,925000,4000,175,9,1,1600000,3,222,9,5
135,0,76.9,0,4,0,0,2.67,2,32,550000,1000,185,20,0,743000,2,1174,53,0
135,0,76.9,0,4,0,0,2.67,2,20,825000,500,172,33,1,2000000,2,116,67,1
135,0,76.9,0,4,0,0,2.67,3,21,240000,1000,165,9,1,444000,3,2737,9,4
460,0.2,82.3,0,3.33,0.98,0,6.47,2,26,3.6e+07,65000,183,16,0,61200000,1,25,3,2
1795,0.2,85.4,0.1,4.17,0.8,0,8.54,2,27,40500000,79000,170,8,0,68900000,1,21,4,2
2272,0,75.4,0,4.52,2.46,0.12,8.89,2,23,4e+06,12000,182,27,1,8000000,1,141,4,4
